,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,City (US),State (US),Postal Code (US),Returned,Order_YMD,Order Day,Order Month,Order Year
13674,5275,CA-2014-147333,2014-12-15,12/21/14,4,39.95,0.0,159.8,70.312,89.488,0.44,Technology,Accessories,Microsoft Sculpt Comfort Mouse,Corporate,Kelly Lampkin,United States,US-South,Fayetteville,Arkansas,72701,0,2014-12-15,15,12,2014
13675,5276,CA-2014-147333,2014-12-15,12/21/14,5,8.95,0.0,44.75,8.5025,36.2475,0.19,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,Corporate,Kelly Lampkin,United States,US-South,Fayetteville,Arkansas,72701,0,2014-12-15,15,12,2014
13676,5277,CA-2011-113859,2011-09-13,9/17/11,6,80.98,0.3,340.116,-9.7176,349.8336,-0.028571429,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",Home Office,Becky Castell,United States,US-Central,Odessa,Texas,79762,0,2011-09-13,13,9,2011
13677,5278,CA-2011-159681,2011-12-07,12/13/11,4,26.38,0.0,105.52,48.5392,56.9808,0.46,Office Supplies,Paper,Xerox 1909,Consumer,Patrick O'Brill,United States,US-South,Virginia Beach,Virginia,23464,0,2011-12-07,7,12,2011
13678,5279,US-2014-104094,2014-09-08,9/12/14,1,13.48,0.0,13.48,1.8872,11.5928,0.14,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Consumer,Anna Gayman,United States,US-Central,Milwaukee,Wisconsin,53209,0,2014-09-08,8,9,2014
13679,5280,CA-2014-152709,2014-10-08,10/13/14,2,42.76,0.0,85.52,22.2352,63.2848,0.26,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",Consumer,Dean Braden,United States,US-Central,Detroit,Michigan,48234,0,2014-10-08,8,10,2014
13680,5281,CA-2012-105158,2012-09-05,9/10/12,2,3.08,0.0,6.16,2.9568,3.2032,0.48,Furniture,Furnishings,Longer-Life Soft White Bulbs,Corporate,Sung Pak,United States,US-Central,Rochester,Minnesota,55901,1,2012-09-05,5,9,2012
13681,5282,CA-2012-105158,2012-09-05,9/10/12,3,12.28,0.0,36.84,17.3148,19.5252,0.47,Office Supplies,Paper,Xerox 1881,Corporate,Sung Pak,United States,US-Central,Rochester,Minnesota,55901,1,2012-09-05,5,9,2012
13682,5283,CA-2011-133424,2011-03-30,4/4/11,3,5.28,0.0,15.84,0.0,15.84,0.0,Office Supplies,Storage,Sterilite Show Offs Storage Containers,Corporate,Dorris liebe,United States,US-West,Seattle,Washington,98105,0,2011-03-30,30,3,2011
13683,5284,CA-2011-133424,2011-03-30,4/4/11,3,14.8,0.0,44.4,22.2,22.2,0.5,Office Supplies,Labels,Avery 490,Corporate,Dorris liebe,United States,US-West,Seattle,Washington,98105,0,2011-03-30,30,3,2011
13684,5285,CA-2014-105991,2014-05-06,5/7/14,9,2.95,0.2,21.24,7.434,13.806,0.35,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Consumer,Lisa Hazard,United States,US-West,Louisville,Colorado,80027,0,2014-05-06,6,5,2014
13685,5286,CA-2014-105991,2014-05-06,5/7/14,8,3.98,0.7,9.552,-7.3232,16.8752,-0.766666667,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Consumer,Lisa Hazard,United States,US-West,Louisville,Colorado,80027,0,2014-05-06,6,5,2014
13686,5287,CA-2014-105991,2014-05-06,5/7/14,3,99.99,0.7,89.991,-152.9847,242.9757,-1.7,Furniture,Bookcases,Bestar Classic Bookcase,Consumer,Lisa Hazard,United States,US-West,Louisville,Colorado,80027,0,2014-05-06,6,5,2014
13687,5288,US-2014-136784,2014-05-01,5/6/14,4,40.99,0.0,163.96,80.3404,83.6196,0.49,Office Supplies,Paper,Xerox 1919,Home Office,Alan Dominguez,United States,US-West,San Francisco,California,94122,0,2014-05-01,1,5,2014
13688,5289,CA-2011-146283,2011-09-08,9/15/11,2,11.19,0.2,17.904,6.2664,11.6376,0.35,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Consumer,Kean Takahito,United States,US-Central,Houston,Texas,77036,0,2011-09-08,8,9,2011
13689,5290,CA-2011-146283,2011-09-08,9/15/11,5,276.2,0.3,966.7,-13.81,980.51,-0.014285714,Furniture,Chairs,SAFCO Arco Folding Chair,Consumer,Kean Takahito,United States,US-Central,Houston,Texas,77036,0,2011-09-08,8,9,2011
13690,5291,CA-2011-146283,2011-09-08,9/15/11,6,37.94,0.2,182.112,61.4628,120.6492,0.3375,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Consumer,Kean Takahito,United States,US-Central,Houston,Texas,77036,0,2011-09-08,8,9,2011
13691,5292,CA-2014-151218,2014-06-21,6/24/14,1,5.58,0.2,4.464,0.3348,4.1292,0.075,Office Supplies,Storage,Plastic Stacking Crates & Casters,Consumer,Pauline Johnson,United States,US-South,Miami,Florida,33180,0,2014-06-21,21,6,2014
13692,5293,CA-2012-111073,2012-12-26,12/30/12,1,85.98,0.4,51.588,-15.4764,67.0644,-0.3,Furniture,Tables,KI Adjustable-Height Table,Consumer,Mick Crebagga,United States,US-East,Medina,Ohio,44256,0,2012-12-26,26,12,2012
13693,5294,CA-2014-144883,2014-08-16,8/20/14,8,6.3,0.0,50.4,23.184,27.216,0.46,Office Supplies,Labels,Avery 495,Corporate,Bill Overfelt,United States,US-Central,Roseville,Minnesota,55113,0,2014-08-16,16,8,2014
13694,5295,CA-2014-142174,2014-03-05,3/10/14,2,55.98,0.2,89.568,32.4684,57.0996,0.3625,Office Supplies,Paper,Xerox 1934,Consumer,Darren Powers,United States,US-Central,Houston,Texas,77041,0,2014-03-05,5,3,2014
13695,5296,CA-2014-108791,2014-07-28,8/1/14,1,14.89,0.0,14.89,4.0203,10.8697,0.27,Furniture,Furnishings,Tensor Computer Mounted Lamp,Consumer,Tony Molinari,United States,US-East,Yonkers,New York,10701,0,2014-07-28,28,7,2014
13696,5297,CA-2014-108791,2014-07-28,8/1/14,8,67.99,0.0,543.92,135.98,407.94,0.25,Technology,Phones,Nortel Networks T7316 E Nt8 B27,Consumer,Tony Molinari,United States,US-East,Yonkers,New York,10701,0,2014-07-28,28,7,2014
13697,5298,CA-2013-106656,2013-09-24,9/27/13,2,2.04,0.0,4.08,1.9176,2.1624,0.47,Office Supplies,Envelopes,Poly String Tie Envelopes,Corporate,Darrin Van Huff,United States,US-West,San Diego,California,92037,0,2013-09-24,24,9,2013
13698,5299,CA-2013-106656,2013-09-24,9/27/13,3,6.3,0.0,18.9,8.694,10.206,0.46,Office Supplies,Labels,Avery 51,Corporate,Darrin Van Huff,United States,US-West,San Diego,California,92037,0,2013-09-24,24,9,2013
13699,5300,CA-2013-113831,2013-05-31,6/4/13,10,227.55,0.0,2275.5,386.835,1888.665,0.17,Furniture,Tables,Hon Rectangular Conference Tables,Corporate,Anna HÃ¤berlin,United States,US-South,Springfield,Virginia,22153,0,2013-05-31,31,5,2013
13700,5301,CA-2013-113831,2013-05-31,6/4/13,6,329.95,0.0,1979.7,653.301,1326.399,0.33,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Corporate,Anna HÃ¤berlin,United States,US-South,Springfield,Virginia,22153,0,2013-05-31,31,5,2013
13701,5302,CA-2013-113831,2013-05-31,6/4/13,6,10.35,0.0,62.1,29.808,32.292,0.48,Office Supplies,Labels,Avery 473,Corporate,Anna HÃ¤berlin,United States,US-South,Springfield,Virginia,22153,0,2013-05-31,31,5,2013
13702,5303,US-2011-139500,2011-11-16,11/20/11,2,26.64,0.3,37.296,-1.0656,38.3616,-0.028571429,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Consumer,Alan Barnes,United States,US-Central,Decatur,Illinois,62521,0,2011-11-16,16,11,2011
13703,5304,US-2011-166310,2011-09-21,9/23/11,2,10.68,0.6,8.544,-7.476,16.02,-0.875,Furniture,Furnishings,Dana Swing-Arm Lamps,Home Office,Joni Sundaresam,United States,US-Central,Garland,Texas,75043,0,2011-09-21,21,9,2011
13704,5305,US-2013-168410,2013-02-21,2/26/13,5,13.79,0.0,68.95,28.959,39.991,0.42,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,Corporate,Benjamin Venier,United States,US-East,Oceanside,New York,11572,0,2013-02-21,21,2,2013
13705,5306,US-2013-168410,2013-02-21,2/26/13,3,98.79,0.0,296.37,80.0199,216.3501,0.27,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Corporate,Benjamin Venier,United States,US-East,Oceanside,New York,11572,0,2013-02-21,21,2,2013
13706,5307,US-2013-168410,2013-02-21,2/26/13,2,19.99,0.0,39.98,1.999,37.981,0.05,Technology,Phones,iOttie HLCRIO102 Car Mount,Corporate,Benjamin Venier,United States,US-East,Oceanside,New York,11572,0,2013-02-21,21,2,2013
13707,5308,CA-2014-131254,2014-11-20,11/22/14,3,90.98,0.3,191.058,-46.3998,237.4578,-0.242857143,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",Consumer,Nathan Cano,United States,US-Central,Houston,Texas,77095,0,2014-11-20,20,11,2014
13708,5309,CA-2014-131254,2014-11-20,11/22/14,5,3.26,0.2,13.04,3.912,9.128,0.3,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Consumer,Nathan Cano,United States,US-Central,Houston,Texas,77095,0,2014-11-20,20,11,2014
13709,5310,CA-2014-131254,2014-11-20,11/22/14,6,1270.99,0.8,1525.188,-2287.782,3812.97,-1.5,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Consumer,Nathan Cano,United States,US-Central,Houston,Texas,77095,0,2014-11-20,20,11,2014
13710,5311,CA-2013-123414,2013-08-22,8/28/13,4,2.88,0.2,9.216,3.3408,5.8752,0.3625,Office Supplies,Labels,Avery 49,Home Office,Stephanie Ulpright,United States,US-South,Greenville,North Carolina,27834,0,2013-08-22,22,8,2013
13711,5312,CA-2013-123414,2013-08-22,8/28/13,2,17.53,0.2,28.048,3.506,24.542,0.125,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",Home Office,Stephanie Ulpright,United States,US-South,Greenville,North Carolina,27834,0,2013-08-22,22,8,2013
13712,5313,CA-2014-137876,2014-05-01,5/6/14,2,32.48,0.0,64.96,21.4368,43.5232,0.33,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",Corporate,Don Jones,United States,US-West,San Francisco,California,94110,0,2014-05-01,1,5,2014
13713,5314,CA-2014-137876,2014-05-01,5/6/14,4,7.64,0.0,30.56,14.9744,15.5856,0.49,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Corporate,Don Jones,United States,US-West,San Francisco,California,94110,0,2014-05-01,1,5,2014
13714,5315,CA-2013-154060,2013-05-03,5/9/13,9,25.98,0.2,187.056,11.691,175.365,0.0625,Furniture,Chairs,"Global Stack Chair without Arms, Black",Consumer,Dan Lawera,United States,US-South,Greensboro,North Carolina,27405,0,2013-05-03,3,5,2013
13715,5316,US-2014-162558,2014-10-03,10/6/14,2,7.38,0.2,11.808,1.3284,10.4796,0.1125,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",Home Office,Dean percer,United States,US-South,Knoxville,Tennessee,37918,0,2014-10-03,3,10,2014
13716,5317,US-2014-162558,2014-10-03,10/6/14,1,12.07,0.2,9.656,1.5691,8.0869,0.1625,Furniture,Furnishings,Eldon 500 Class Desk Accessories,Home Office,Dean percer,United States,US-South,Knoxville,Tennessee,37918,0,2014-10-03,3,10,2014
13717,5318,US-2014-162558,2014-10-03,10/6/14,4,6.48,0.2,20.736,7.2576,13.4784,0.35,Office Supplies,Paper,Xerox 1996,Home Office,Dean percer,United States,US-South,Knoxville,Tennessee,37918,0,2014-10-03,3,10,2014
13718,5319,US-2014-162558,2014-10-03,10/6/14,3,30.4,0.7,27.36,-21.888,49.248,-0.8,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,Home Office,Dean percer,United States,US-South,Knoxville,Tennessee,37918,0,2014-10-03,3,10,2014
13719,5320,US-2014-162558,2014-10-03,10/6/14,7,550.98,0.4,2314.116,-1002.7836,3316.8996,-0.433333333,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Home Office,Dean percer,United States,US-South,Knoxville,Tennessee,37918,0,2014-10-03,3,10,2014
13720,5321,US-2014-162558,2014-10-03,10/6/14,4,28.53,0.7,34.236,-26.2476,60.4836,-0.766666667,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',Home Office,Dean percer,United States,US-South,Knoxville,Tennessee,37918,0,2014-10-03,3,10,2014
13721,5322,US-2014-162558,2014-10-03,10/6/14,2,12.35,0.2,19.76,5.928,13.832,0.3,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",Home Office,Dean percer,United States,US-South,Knoxville,Tennessee,37918,0,2014-10-03,3,10,2014
13722,5323,CA-2014-134439,2014-09-19,9/24/14,2,7.98,0.0,15.96,7.98,7.98,0.5,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Consumer,Tamara Manning,United States,US-Central,Grand Island,Nebraska,68801,0,2014-09-19,19,9,2014
13723,5324,CA-2012-119508,2012-12-04,12/9/12,5,3.38,0.0,16.9,6.253,10.647,0.37,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,Consumer,Tracy Zic,United States,US-West,Lakewood,California,90712,0,2012-12-04,4,12,2012
13724,5325,CA-2012-119508,2012-12-04,12/9/12,6,4.18,0.0,25.08,9.0288,16.0512,0.36,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",Consumer,Tracy Zic,United States,US-West,Lakewood,California,90712,0,2012-12-04,4,12,2012
13725,5326,CA-2012-152681,2012-01-17,1/22/12,2,3.34,0.0,6.68,2.004,4.676,0.3,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,Corporate,Scott Cohen,United States,US-East,Lawrence,Massachusetts,1841,0,2012-01-17,17,1,2012
13726,5327,CA-2011-130813,2011-01-07,1/9/11,3,6.48,0.0,19.44,9.3312,10.1088,0.48,Office Supplies,Paper,Xerox 225,Consumer,Lycoris Saunders,United States,US-West,Los Angeles,California,90049,0,2011-01-07,7,1,2011
13727,5328,CA-2012-120320,2012-03-05,3/9/12,2,19.95,0.2,31.92,2.394,29.526,0.075,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,Consumer,Mike Vittorini,United States,US-Central,Houston,Texas,77036,0,2012-03-05,5,3,2012
13728,5329,CA-2013-111941,2013-12-26,12/29/13,2,20.98,0.2,33.568,11.7488,21.8192,0.35,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,Consumer,Brian DeCherney,United States,US-East,New York City,New York,10035,0,2013-12-26,26,12,2013
13729,5330,CA-2013-123120,2013-09-05,9/9/13,1,63.94,0.0,63.94,24.9366,39.0034,0.39,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Consumer,Christina VanderZanden,United States,US-East,New York City,New York,10011,0,2013-09-05,5,9,2013
13730,5331,CA-2013-123120,2013-09-05,9/9/13,5,15.15,0.2,60.6,20.4525,40.1475,0.3375,Office Supplies,Binders,Plastic Binding Combs,Consumer,Christina VanderZanden,United States,US-East,New York City,New York,10011,0,2013-09-05,5,9,2013
13731,5332,CA-2013-123120,2013-09-05,9/9/13,4,5.68,0.0,22.72,6.5888,16.1312,0.29,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,Consumer,Christina VanderZanden,United States,US-East,New York City,New York,10011,0,2013-09-05,5,9,2013
13732,5333,CA-2011-103331,2011-08-26,9/1/11,4,2.67,0.0,10.68,4.0584,6.6216,0.38,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,Consumer,Karl Braun,United States,US-East,Newark,Delaware,19711,0,2011-08-26,26,8,2011
13733,5334,CA-2011-103331,2011-08-26,9/1/11,3,5.78,0.0,17.34,8.4966,8.8434,0.49,Office Supplies,Paper,Xerox 1978,Consumer,Karl Braun,United States,US-East,Newark,Delaware,19711,0,2011-08-26,26,8,2011
13734,5335,CA-2011-103331,2011-08-26,9/1/11,1,3.38,0.0,3.38,1.5548,1.8252,0.46,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,Consumer,Karl Braun,United States,US-East,Newark,Delaware,19711,0,2011-08-26,26,8,2011
13735,5336,CA-2012-169278,2012-05-21,5/25/12,4,8.43,0.2,26.976,8.7672,18.2088,0.325,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,Corporate,Michelle Ellison,United States,US-West,Seattle,Washington,98105,0,2012-05-21,21,5,2012
13736,5337,CA-2014-111577,2014-10-17,10/22/14,7,54.96,0.2,307.776,111.5688,196.2072,0.3625,Office Supplies,Paper,Green Bar Computer Printout Paper,Corporate,Anthony Jacobs,United States,US-West,Scottsdale,Arizona,85254,0,2014-10-17,17,10,2014
13737,5338,CA-2012-146486,2012-11-09,11/14/12,5,48.91,0.0,244.55,4.891,239.659,0.02,Office Supplies,Storage,Tennsco Industrial Shelving,Consumer,Dianna Vittorini,United States,US-East,Oceanside,New York,11572,1,2012-11-09,9,11,2012
13738,5339,CA-2012-146486,2012-11-09,11/14/12,6,2.04,0.0,12.24,5.7528,6.4872,0.47,Office Supplies,Envelopes,Poly String Tie Envelopes,Consumer,Dianna Vittorini,United States,US-East,Oceanside,New York,11572,1,2012-11-09,9,11,2012
13739,5340,CA-2012-146486,2012-11-09,11/14/12,2,6.99,0.0,13.98,6.0114,7.9686,0.43,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,Consumer,Dianna Vittorini,United States,US-East,Oceanside,New York,11572,1,2012-11-09,9,11,2012
13740,5341,CA-2012-146486,2012-11-09,11/14/12,5,179.99,0.0,899.95,53.997,845.953,0.06,Technology,Accessories,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),Consumer,Dianna Vittorini,United States,US-East,Oceanside,New York,11572,1,2012-11-09,9,11,2012
13741,5342,US-2011-168501,2011-11-21,11/27/11,1,2.04,0.2,1.632,0.5508,1.0812,0.3375,Office Supplies,Envelopes,Poly String Tie Envelopes,Corporate,Jason Klamczynski,United States,US-Central,Dallas,Texas,75220,0,2011-11-21,21,11,2011
13742,5343,US-2011-168501,2011-11-21,11/27/11,5,66.99,0.2,267.96,16.7475,251.2125,0.0625,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,Corporate,Jason Klamczynski,United States,US-Central,Dallas,Texas,75220,0,2011-11-21,21,11,2011
13743,5344,CA-2012-112053,2012-10-11,10/13/12,1,31.95,0.0,31.95,2.2365,29.7135,0.07,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Consumer,Shahid Hopkins,United States,US-East,Rochester,New York,14609,0,2012-10-11,11,10,2012
13744,5345,CA-2014-108539,2014-03-22,3/24/14,4,181.46,0.0,725.84,210.4936,515.3464,0.29,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,Consumer,Steven Cartwright,United States,US-West,Los Angeles,California,90045,0,2014-03-22,22,3,2014
13745,5346,CA-2014-108539,2014-03-22,3/24/14,3,4.54,0.2,10.896,3.9498,6.9462,0.3625,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",Consumer,Steven Cartwright,United States,US-West,Los Angeles,California,90045,0,2014-03-22,22,3,2014
13746,5347,CA-2014-108539,2014-03-22,3/24/14,2,5.34,0.2,8.544,2.8836,5.6604,0.3375,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,Consumer,Steven Cartwright,United States,US-West,Los Angeles,California,90045,0,2014-03-22,22,3,2014
13747,5348,CA-2012-149811,2012-01-04,1/10/12,3,10.78,0.0,32.34,15.5232,16.8168,0.48,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,Chris Selesnick,United States,US-Central,Woodbury,Minnesota,55125,0,2012-01-04,4,1,2012
13748,5349,CA-2012-149811,2012-01-04,1/10/12,5,7.98,0.0,39.9,19.95,19.95,0.5,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Corporate,Chris Selesnick,United States,US-Central,Woodbury,Minnesota,55125,0,2012-01-04,4,1,2012
13749,5350,US-2014-103814,2014-12-10,12/17/14,9,19.98,0.2,143.856,48.5514,95.3046,0.3375,Office Supplies,Paper,Xerox 1884,Consumer,Lena Hernandez,United States,US-Central,Park Ridge,Illinois,60068,0,2014-12-10,10,12,2014
13750,5351,CA-2013-123932,2013-09-07,9/13/13,4,13.1,0.2,41.92,15.196,26.724,0.3625,Office Supplies,Paper,Advantus Motivational Note Cards,Corporate,Yoseph Carroll,United States,US-Central,Dallas,Texas,75217,0,2013-09-07,7,9,2013
13751,5352,CA-2013-123932,2013-09-07,9/13/13,2,205.99,0.2,329.584,37.0782,292.5058,0.1125,Technology,Phones,AT&T CL83451 4-Handset Telephone,Corporate,Yoseph Carroll,United States,US-Central,Dallas,Texas,75217,0,2013-09-07,7,9,2013
13752,5353,US-2013-101616,2013-09-04,9/7/13,8,10.91,0.0,87.28,41.0216,46.2584,0.47,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,Corporate,Craig Yedwab,United States,US-South,Monroe,Louisiana,71203,0,2013-09-04,4,9,2013
13753,5354,CA-2011-113768,2011-05-13,5/19/11,6,58.22,0.2,279.456,20.9592,258.4968,0.075,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Corporate,Aaron Hawkins,United States,US-West,Los Angeles,California,90004,0,2011-05-13,13,5,2011
13754,5355,CA-2011-113768,2011-05-13,5/19/11,2,4.0,0.0,8.0,3.84,4.16,0.48,Office Supplies,Paper,EcoTones Memo Sheets,Corporate,Aaron Hawkins,United States,US-West,Los Angeles,California,90004,0,2011-05-13,13,5,2011
13755,5356,CA-2013-138037,2013-09-30,10/4/13,5,6.81,0.2,27.24,9.534,17.706,0.35,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Consumer,Andy Reiter,United States,US-West,San Francisco,California,94109,0,2013-09-30,30,9,2013
13756,5357,CA-2011-150490,2011-08-05,8/11/11,1,16.36,0.0,16.36,1.636,14.724,0.1,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,Consumer,Sonia Sunley,United States,US-West,San Francisco,California,94122,0,2011-08-05,5,8,2011
13757,5358,CA-2011-150490,2011-08-05,8/11/11,2,7.89,0.0,15.78,0.6312,15.1488,0.04,Office Supplies,Storage,Akro Stacking Bins,Consumer,Sonia Sunley,United States,US-West,San Francisco,California,94122,0,2011-08-05,5,8,2011
13758,5359,CA-2011-150490,2011-08-05,8/11/11,2,22.99,0.0,45.98,12.8744,33.1056,0.28,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,Consumer,Sonia Sunley,United States,US-West,San Francisco,California,94122,0,2011-08-05,5,8,2011
13759,5360,US-2014-126060,2014-04-15,4/19/14,8,30.98,0.2,198.272,-32.2192,230.4912,-0.1625,Furniture,Bookcases,Sauder Cornerstone Collection Library,Corporate,Dorothy Wardle,United States,US-South,Fayetteville,North Carolina,28314,0,2014-04-15,15,4,2014
13760,5361,CA-2014-100951,2014-06-10,6/11/14,5,180.19,0.2,720.76,54.057,666.703,0.075,Office Supplies,Storage,Standard Rollaway File with Lock,Corporate,Noah Childs,United States,US-Central,Dallas,Texas,75217,0,2014-06-10,10,6,2014
13761,5362,CA-2013-122014,2013-12-30,1/3/14,6,11.76,0.0,70.56,23.9904,46.5696,0.34,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",Consumer,Carlos Daly,United States,US-Central,Wichita,Kansas,67212,0,2013-12-30,30,12,2013
13762,5363,CA-2013-122014,2013-12-30,1/3/14,2,40.98,0.0,81.96,22.9488,59.0112,0.28,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Consumer,Carlos Daly,United States,US-Central,Wichita,Kansas,67212,0,2013-12-30,30,12,2013
13763,5364,CA-2011-123477,2011-01-19,1/22/11,4,20.27,0.2,64.864,6.4864,58.3776,0.1,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,Corporate,David Wiener,United States,US-West,Springfield,Oregon,97477,0,2011-01-19,19,1,2011
13764,5365,CA-2013-107790,2013-11-21,11/25/13,1,188.99,0.2,151.192,13.2293,137.9627,0.0875,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,Consumer,Erica Hackney,United States,US-Central,Houston,Texas,77041,0,2013-11-21,21,11,2013
13765,5366,CA-2014-158071,2014-06-11,6/16/14,3,36.99,0.2,88.776,7.7679,81.0081,0.0875,Technology,Phones,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",Consumer,Bill Donatelli,United States,US-West,Seattle,Washington,98103,0,2014-06-11,11,6,2014
13766,5367,CA-2014-158071,2014-06-11,6/16/14,4,2.89,0.0,11.56,5.4332,6.1268,0.47,Office Supplies,Labels,Avery 512,Consumer,Bill Donatelli,United States,US-West,Seattle,Washington,98103,0,2014-06-11,11,6,2014
13767,5368,CA-2014-158071,2014-06-11,6/16/14,1,15.58,0.0,15.58,3.895,11.685,0.25,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,Consumer,Bill Donatelli,United States,US-West,Seattle,Washington,98103,0,2014-06-11,11,6,2014
13768,5369,CA-2014-147403,2014-09-11,9/14/14,3,35.44,0.2,85.056,28.7064,56.3496,0.3375,Office Supplies,Paper,Xerox 1906,Corporate,Ken Heidel,United States,US-East,Akron,Ohio,44312,0,2014-09-11,11,9,2014
13769,5370,US-2014-136721,2014-04-09,4/13/14,2,136.98,0.0,273.96,71.2296,202.7304,0.26,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Corporate,Nicole Hansen,United States,US-Central,Oak Park,Michigan,48237,0,2014-04-09,9,4,2014
13770,5371,US-2014-136721,2014-04-09,4/13/14,3,102.3,0.0,306.9,79.794,227.106,0.26,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,Corporate,Nicole Hansen,United States,US-Central,Oak Park,Michigan,48237,0,2014-04-09,9,4,2014
13771,5372,CA-2012-118738,2012-10-24,10/30/12,3,6.48,0.2,15.552,5.4432,10.1088,0.35,Office Supplies,Paper,Xerox 1999,Corporate,Andrew Gjertsen,United States,US-Central,Houston,Texas,77041,0,2012-10-24,24,10,2012
13772,5373,CA-2012-118738,2012-10-24,10/30/12,7,70.89,0.3,347.361,-69.4722,416.8332,-0.2,Furniture,Tables,KI Conference Tables,Corporate,Andrew Gjertsen,United States,US-Central,Houston,Texas,77041,0,2012-10-24,24,10,2012
13773,5374,CA-2012-118738,2012-10-24,10/30/12,2,6.48,0.2,10.368,3.6288,6.7392,0.35,Office Supplies,Paper,Xerox 2,Corporate,Andrew Gjertsen,United States,US-Central,Houston,Texas,77041,0,2012-10-24,24,10,2012
13774,5375,CA-2014-134152,2014-05-28,6/1/14,6,16.36,0.0,98.16,9.816,88.344,0.1,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,Corporate,Roy Phan,United States,US-West,Seattle,Washington,98103,0,2014-05-28,28,5,2014
13775,5376,CA-2014-134152,2014-05-28,6/1/14,3,10.48,0.0,31.44,7.86,23.58,0.25,Office Supplies,Art,Staples,Corporate,Roy Phan,United States,US-West,Seattle,Washington,98103,0,2014-05-28,28,5,2014
