,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,Province (CA),Returned,Order_YMD,Order Day,Order Month,Order Year
3199,3199,37760,2009-08-14,8/16/09,38,85.99,0.04,2773.0315,897.87,1875.1615,0.323786441,Technology,Telephones and Communication,Accessory34,Small Business,Barry Gonzalez,Canada,CA-Quebec,Quebec,1,2009-08-14,14,8,2009
3200,3200,37895,2012-03-30,4/2/12,14,21.98,0.1,304.65,24.2,280.45,0.079435418,Office Supplies,Paper,Standard Lineâ„¢ â€œWhile You Were Outâ€ Hardbound Telephone Message Book,Small Business,Barry Gonzalez,Canada,CA-Quebec,Quebec,0,2012-03-30,30,3,2012
3201,3201,38403,2011-05-21,5/25/11,49,2.88,0.01,142.1,37.03,105.07,0.260591133,Office Supplies,Labels,Avery 474,Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,0,2011-05-21,21,5,2011
3202,3202,38630,2010-04-17,4/18/10,13,195.99,0.07,2175.218,44.55,2130.668,0.020480706,Technology,Telephones and Communication,R380,Home Office,Vivek Sundaresam,Canada,CA-Quebec,Quebec,0,2010-04-17,17,4,2010
3203,3203,40165,2011-03-02,3/5/11,50,8.62,0.07,421.36,-75.17,496.53,-0.178398519,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",Consumer,Bradley Nguyen,Canada,CA-Quebec,Quebec,0,2011-03-02,2,3,2011
3204,3204,40194,2010-10-06,10/7/10,30,160.98,0.1,4506.85,290.66,4216.19,0.064492939,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Consumer,Barry Gonzalez,Canada,CA-Quebec,Quebec,0,2010-10-06,6,10,2010
3205,3205,40194,2010-10-06,10/8/10,16,119.99,0.0,2110.37,-14.42,2124.79,-0.006832925,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Consumer,Barry Gonzalez,Canada,CA-Quebec,Quebec,0,2010-10-06,6,10,2010
3206,3206,40194,2010-10-06,10/8/10,34,35.99,0.02,1094.9105,-112.12,1207.0305,-0.102401064,Technology,Telephones and Communication,Accessory27,Consumer,Barry Gonzalez,Canada,CA-Quebec,Quebec,0,2010-10-06,6,10,2010
3207,3207,40454,2011-04-21,4/24/11,43,30.98,0.1,1243.88,22.71,1221.17,0.018257388,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Corporate,Cynthia Delaney,Canada,CA-Quebec,Quebec,0,2011-04-21,21,4,2011
3208,3208,40672,2012-10-29,10/31/12,16,100.98,0.04,1617.91,-159.21,1777.12,-0.098404732,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Consumer,Barry Gonzalez,Canada,CA-Quebec,Quebec,0,2012-10-29,29,10,2012
3209,3209,40833,2010-07-15,7/24/10,48,65.99,0.04,2688.0825,844.82,1843.2625,0.314283509,Technology,Telephones and Communication,V8160,Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,0,2010-07-15,15,7,2010
3210,3210,41441,2012-01-23,1/24/12,41,4.91,0.0,221.08,-108.2,329.28,-0.489415596,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Corporate,Tom Stivers,Canada,CA-Quebec,Quebec,0,2012-01-23,23,1,2012
3211,3211,43076,2010-06-16,6/16/10,33,113.98,0.06,3636.37,-176.91,3813.28,-0.048650165,Furniture,Chairs & Chairmats,Hon ComfortaskÂ® Task/Swivel Chairs,Home Office,Vivek Sundaresam,Canada,CA-Quebec,Quebec,0,2010-06-16,16,6,2010
3212,3212,43233,2010-06-19,6/21/10,30,6.48,0.04,203.48,-71.91,275.39,-0.353400826,Office Supplies,Paper,Xerox 200,Home Office,Vivian Mathis,Canada,CA-Quebec,Quebec,0,2010-06-19,19,6,2010
3213,3213,43332,2012-09-10,9/10/12,31,55.48,0.03,1750.0,559.38,1190.62,0.319645714,Office Supplies,Paper,Xerox 194,Home Office,Greg Tran,Canada,CA-Quebec,Quebec,0,2012-09-10,10,9,2012
3214,3214,43362,2009-01-12,1/15/09,45,350.98,0.03,15963.09,4276.73,11686.36,0.267913668,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Consumer,Rick Reed,Canada,CA-Quebec,Quebec,0,2009-01-12,12,1,2009
3215,3215,43362,2009-01-12,1/14/09,33,1.68,0.04,58.48,2.72,55.76,0.046511628,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,Consumer,Rick Reed,Canada,CA-Quebec,Quebec,0,2009-01-12,12,1,2009
3216,3216,43488,2012-06-18,6/19/12,46,48.92,0.08,2116.2,483.67,1632.53,0.228555902,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,1,2012-06-18,18,6,2012
3217,3217,43488,2012-06-18,6/19/12,46,15.57,0.0,766.36,399.12,367.24,0.520799624,Office Supplies,Envelopes,Park Ridgeâ„¢ Embossed Executive Business Envelopes,Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,1,2012-06-18,18,6,2012
3218,3218,43488,2012-06-18,6/19/12,28,20.24,0.1,547.32,42.39,504.93,0.077450121,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,1,2012-06-18,18,6,2012
3219,3219,43488,2012-06-18,6/20/12,13,14.48,0.05,192.44,6.77,185.67,0.035179796,Office Supplies,Binders and Binder Accessories,"GBC White Gloss Covers, Plain Front",Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,1,2012-06-18,18,6,2012
3220,3220,43488,2012-06-18,6/20/12,3,449.99,0.06,1294.35,-1569.06,2863.41,-1.212237803,Technology,Copiers and Fax,Hewlett Packard 610 Color Digital Copier / Printer,Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,1,2012-06-18,18,6,2012
3221,3221,43526,2010-05-26,5/26/10,49,11.58,0.07,561.06,-2.23,563.29,-0.003974619,Office Supplies,Envelopes,"Peel & SeelÂ® Recycled Catalog Envelopes, Brown",Consumer,Barry Gonzalez,Canada,CA-Quebec,Quebec,0,2010-05-26,26,5,2010
3222,3222,43526,2010-05-26,5/27/10,19,15.31,0.0,320.03,-43.22,363.25,-0.135049839,Office Supplies,Storage & Organization,Eldon Jumbo ProFileâ„¢ Portable File Boxes Graphite/Black,Consumer,Barry Gonzalez,Canada,CA-Quebec,Quebec,0,2010-05-26,26,5,2010
3223,3223,44134,2009-10-30,11/1/09,35,17.67,0.05,620.02,50.04,569.98,0.080707074,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Home Office,Gary McGarr,Canada,CA-Quebec,Quebec,0,2009-10-30,30,10,2009
3224,3224,44196,2009-08-22,8/23/09,12,65.99,0.09,653.786,-83.47,737.256,-0.127671746,Technology,Telephones and Communication,3390,Corporate,Cynthia Delaney,Canada,CA-Quebec,Quebec,0,2009-08-22,22,8,2009
3225,3225,44358,2010-04-01,4/3/10,22,227.55,0.0,5288.89,547.04,4741.85,0.103431911,Furniture,Tables,Hon Rectangular Conference Tables,Home Office,Cynthia Delaney,Canada,CA-Quebec,Quebec,0,2010-04-01,1,4,2010
3226,3226,44480,2010-05-12,5/14/10,25,54.96,0.1,1321.55,448.24,873.31,0.339177481,Office Supplies,Paper,Xerox 1940,Home Office,Vivek Sundaresam,Canada,CA-Quebec,Quebec,0,2010-05-12,12,5,2010
3227,3227,44546,2010-03-24,3/25/10,15,3.58,0.05,55.2,4.26,50.94,0.077173913,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Home Office,Vivek Sundaresam,Canada,CA-Quebec,Quebec,0,2010-03-24,24,3,2010
3228,3228,44647,2012-01-24,1/24/12,47,500.98,0.06,23239.96,6888.36,16351.6,0.296401543,Furniture,Chairs & Chairmats,Global Troyâ„¢ Executive Leather Low-Back Tilter,Corporate,Ross DeVincentis,Canada,CA-Quebec,Quebec,0,2012-01-24,24,1,2012
3229,3229,44647,2012-01-24,1/28/12,24,12.28,0.05,302.91,-36.76,339.67,-0.121356178,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Corporate,Ross DeVincentis,Canada,CA-Quebec,Quebec,0,2012-01-24,24,1,2012
3230,3230,45376,2011-12-02,12/3/11,19,370.98,0.08,6648.58,-555.98,7204.56,-0.083623872,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Consumer,Vivek Gonzalez,Canada,CA-Quebec,Quebec,0,2011-12-02,2,12,2011
3231,3231,46115,2011-03-02,3/4/11,35,19.98,0.1,677.43,-37.99,715.42,-0.056079595,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Business,Tom Stivers,Canada,CA-Quebec,Quebec,0,2011-03-02,2,3,2011
3232,3232,46115,2011-03-02,3/2/11,38,12.28,0.0,491.78,44.04,447.74,0.089552239,Office Supplies,Paper,Xerox 1881,Small Business,Tom Stivers,Canada,CA-Quebec,Quebec,0,2011-03-02,2,3,2011
3233,3233,47109,2011-09-11,9/13/11,47,128.24,0.06,6131.54,1844.96,4286.58,0.300896675,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Small Business,Tom Stivers,Canada,CA-Quebec,Quebec,1,2011-09-11,11,9,2011
3234,3234,47556,2010-07-25,7/27/10,29,15.98,0.04,475.58,108.21,367.37,0.227532697,Technology,Computer Peripherals,Logitech Access Keyboard,Home Office,Vivek Sundaresam,Canada,CA-Quebec,Quebec,0,2010-07-25,25,7,2010
3235,3235,47712,2010-07-13,7/18/10,50,5.38,0.1,274.04,-243.87,517.91,-0.889906583,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEXÂ® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Home Office,Gary McGarr,Canada,CA-Quebec,Quebec,0,2010-07-13,13,7,2010
3236,3236,48135,2009-04-19,4/21/09,20,199.99,0.09,3960.99,631.33,3329.66,0.159386921,Technology,Copiers and Fax,Canon PC-428 Personal Copier,Home Office,Matt Collister,Canada,CA-Quebec,Quebec,0,2009-04-19,19,4,2009
3237,3237,48161,2011-05-23,5/25/11,16,7.77,0.01,139.69,-95.64,235.33,-0.684658888,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Home Office,Vivian Mathis,Canada,CA-Quebec,Quebec,0,2011-05-23,23,5,2011
3238,3238,48161,2011-05-23,5/24/11,39,195.99,0.09,6030.58,1197.86,4832.72,0.198630977,Technology,Telephones and Communication,A1228,Home Office,Vivian Mathis,Canada,CA-Quebec,Quebec,0,2011-05-23,23,5,2011
3239,3239,48515,2011-12-20,12/20/11,47,15.04,0.01,725.8,327.45,398.35,0.451157344,Office Supplies,Paper,White GlueTop Scratch Pads,Consumer,Barry Gonzalez,Canada,CA-Quebec,Quebec,0,2011-12-20,20,12,2011
3240,3240,48642,2010-02-01,2/1/10,36,2.94,0.0,111.83,19.36,92.47,0.173119914,Office Supplies,Pens & Art Supplies,Newell 338,Home Office,Matt Collister,Canada,CA-Quebec,Quebec,0,2010-02-01,1,2,2010
3241,3241,48642,2010-02-01,2/1/10,50,95.99,0.05,4159.628,1332.91,2826.718,0.320439712,Technology,Telephones and Communication,T60,Home Office,Matt Collister,Canada,CA-Quebec,Quebec,0,2010-02-01,1,2,2010
3242,3242,50567,2012-02-05,2/6/12,22,70.98,0.1,1505.67,-436.23,1941.9,-0.28972484,Furniture,Chairs & Chairmats,Novimex Turbo Task Chair,Home Office,Vivek Sundaresam,Canada,CA-Quebec,Quebec,0,2012-02-05,5,2,2012
3243,3243,51623,2009-01-13,1/13/09,17,2.08,0.06,39.23,-66.58,105.81,-1.697170533,Furniture,Office Furnishings,EldonÂ® Wave Desk Accessories,Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,0,2009-01-13,13,1,2009
3244,3244,52194,2010-12-11,12/12/10,25,24.92,0.1,612.93,-5.04,617.97,-0.008222799,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Home Office,Greg Tran,Canada,CA-Quebec,Quebec,0,2010-12-11,11,12,2010
3245,3245,52194,2010-12-11,12/12/10,12,120.98,0.03,1551.34,-483.12,2034.46,-0.311421094,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Home Office,Greg Tran,Canada,CA-Quebec,Quebec,0,2010-12-11,11,12,2010
3246,3246,52291,2009-10-29,10/31/09,48,5.98,0.04,287.54,57.28,230.26,0.199207067,Office Supplies,Pens & Art Supplies,Newell 315,Corporate,Michelle Tran,Canada,CA-Quebec,Quebec,0,2009-10-29,29,10,2009
3247,3247,52291,2009-10-29,10/30/09,5,20.99,0.01,88.315,-72.4,160.715,-0.819792787,Technology,Telephones and Communication,Accessory25,Corporate,Michelle Tran,Canada,CA-Quebec,Quebec,0,2009-10-29,29,10,2009
3248,3248,54370,2012-04-08,4/8/12,49,99.99,0.0,4968.5,1041.28,3927.22,0.209576331,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Corporate,Carol Adams,Canada,CA-Quebec,Quebec,0,2012-04-08,8,4,2012
3249,3249,54528,2011-01-04,1/5/11,15,6.08,0.03,92.03,19.71,72.32,0.214169293,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,Consumer,Ralph Arnett,Canada,CA-Quebec,Quebec,0,2011-01-04,4,1,2011
3250,3250,54659,2011-08-15,8/15/11,38,6.68,0.06,262.9,-41.98,304.88,-0.159680487,Office Supplies,Paper,Xerox 1977,Corporate,Carol Adams,Canada,CA-Quebec,Quebec,0,2011-08-15,15,8,2011
3251,3251,54981,2012-02-11,2/12/12,31,31.74,0.03,1024.31,174.72,849.59,0.170573362,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Home Office,Bart Pistole,Canada,CA-Quebec,Quebec,0,2012-02-11,11,2,2012
3252,3252,55361,2011-03-23,3/24/11,22,1.76,0.06,51.39,-64.37,115.76,-1.252578323,Furniture,Office Furnishings,Regeneration Desk Collection,Small Business,Chad McGuire,Canada,CA-Quebec,Quebec,0,2011-03-23,23,3,2011
3253,3253,55361,2011-03-23,3/24/11,31,9.38,0.08,293.52,-116.66,410.18,-0.397451622,Office Supplies,Storage & Organization,Staples File Caddy,Small Business,Chad McGuire,Canada,CA-Quebec,Quebec,0,2011-03-23,23,3,2011
3254,3254,55908,2009-05-23,5/24/09,44,42.8,0.03,1844.97,807.38,1037.59,0.437611452,Office Supplies,Binders and Binder Accessories,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Corporate,Tom Stivers,Canada,CA-Quebec,Quebec,0,2009-05-23,23,5,2009
3255,3255,56257,2011-09-09,9/10/11,49,4.97,0.03,266.3,-135.06,401.36,-0.507172362,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Home Office,Gary McGarr,Canada,CA-Quebec,Quebec,1,2011-09-09,9,9,2011
3256,3256,57029,2011-03-08,3/9/11,17,3.98,0.01,74.25,-56.17,130.42,-0.756498316,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Consumer,Vivek Gonzalez,Canada,CA-Quebec,Quebec,0,2011-03-08,8,3,2011
3257,3257,57029,2011-03-08,3/9/11,4,4.28,0.09,23.23,-19.06,42.29,-0.820490745,Office Supplies,Paper,Xerox 1927,Consumer,Vivek Gonzalez,Canada,CA-Quebec,Quebec,0,2011-03-08,8,3,2011
3258,3258,58145,2012-05-16,5/16/12,33,5.84,0.0,203.49,46.21,157.28,0.227087326,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Corporate,Darren Budd,Canada,CA-Quebec,Quebec,0,2012-05-16,16,5,2012
3259,3259,58151,2009-09-29,9/29/09,33,6.75,0.1,211.48,18.15,193.33,0.085823719,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLockÂ® D-Ring Binders,Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,0,2009-09-29,29,9,2009
3260,3260,58151,2009-09-29,9/29/09,38,142.86,0.02,5601.1,1515.7,4085.4,0.270607559,Office Supplies,Storage & Organization,Letter Size Cart,Home Office,Michelle Huthwaite,Canada,CA-Quebec,Quebec,0,2009-09-29,29,9,2009
3261,3261,58659,2010-10-24,10/26/10,2,6.48,0.03,21.01,-13.13,34.14,-0.624940505,Office Supplies,Paper,Xerox 217,Small Business,Tom Stivers,Canada,CA-Quebec,Quebec,0,2010-10-24,24,10,2010
3262,3262,58727,2009-07-06,7/7/09,20,26.48,0.03,525.78,180.64,345.14,0.34356575,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame,Home Office,Vivian Mathis,Canada,CA-Quebec,Quebec,0,2009-07-06,6,7,2009
3263,3263,258,2010-12-28,12/30/10,33,6.54,0.02,216.77,-55.11,271.88,-0.254232597,Office Supplies,Binders and Binder Accessories,Wilson JonesÂ® Four-Pocket Poly Binders,Home Office,Liz Willingham,Canada,CA-Quebec,Quebec,0,2010-12-28,28,12,2010
3264,3264,964,2011-05-19,5/21/11,50,5.98,0.02,315.02,95.16,219.86,0.302076059,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Corporate,Stefania Perrino,Canada,CA-Quebec,Quebec,0,2011-05-19,19,5,2011
3265,3265,1154,2012-02-14,2/16/12,23,4.91,0.02,115.1,53.13,61.97,0.46159861,Office Supplies,Labels,Avery 493,Home Office,Thea Hendricks,Canada,CA-Quebec,Quebec,0,2012-02-14,14,2,2012
3266,3266,1537,2012-02-14,2/14/12,5,2.16,0.07,16.6,-20.3,36.9,-1.222891566,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Corporate,Grant Thornton,Canada,CA-Quebec,Quebec,0,2012-02-14,14,2,2012
3267,3267,4580,2010-11-14,11/15/10,28,280.98,0.09,7384.54,-2301.53,9686.07,-0.311668702,Furniture,Tables,Global Adaptabilitiesâ„¢ Conference Tables,Consumer,Carlos Meador,Canada,CA-Quebec,Quebec,0,2010-11-14,14,11,2010
3268,3268,4647,2009-05-13,5/14/09,34,13.9,0.06,482.93,-67.59,550.52,-0.139958172,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Corporate,Carlos Meador,Canada,CA-Quebec,Quebec,0,2009-05-13,13,5,2009
3269,3269,8097,2010-12-09,12/11/10,48,162.93,0.04,7522.8,3187.37,4335.43,0.423694635,Office Supplies,Envelopes,Multimedia Mailers,Home Office,Doug Jacobs,Canada,CA-Quebec,Quebec,0,2010-12-09,9,12,2010
3270,3270,8422,2009-04-14,4/16/09,33,29.1,0.01,1003.71,-22.82,1026.53,-0.022735651,Technology,Computer Peripherals,Acco Keyboard-In-A-BoxÂ®,Home Office,Becky Martin,Canada,CA-Quebec,Quebec,0,2009-04-14,14,4,2009
3271,3271,8677,2012-10-07,10/9/12,38,43.57,0.1,1610.76,-8.67,1619.43,-0.005382552,Office Supplies,Storage & Organization,"Trav-L-File Heavy-Duty Shuttle II, Black",Corporate,Speros Goranitis,Canada,CA-Quebec,Quebec,0,2012-10-07,7,10,2012
3272,3272,9024,2012-06-02,6/3/12,2,5.43,0.03,12.12,-4.55,16.67,-0.375412541,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Home Office,Katherine Murray,Canada,CA-Quebec,Quebec,0,2012-06-02,2,6,2012
3273,3273,10114,2010-02-08,2/10/10,39,3.58,0.0,147.88,-142.91,290.79,-0.966391669,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Business,Michael Paige,Canada,CA-Quebec,Quebec,0,2010-02-08,8,2,2010
3274,3274,11236,2010-10-30,11/1/10,4,415.88,0.03,1629.75,-195.7,1825.45,-0.120079767,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Business,Robert Barroso,Canada,CA-Quebec,Quebec,0,2010-10-30,30,10,2010
3275,3275,11687,2011-12-25,12/25/11,26,7.28,0.04,188.93,58.32,130.61,0.308685757,Office Supplies,Paper,"Post-itÂ® â€œImportant Messageâ€ Note Pad, Neon Colors, 50 Sheets/Pad",Home Office,Dean Percer,Canada,CA-Quebec,Quebec,0,2011-12-25,25,12,2011
3276,3276,12643,2010-03-19,3/21/10,22,15.04,0.02,345.69,143.23,202.46,0.414330759,Office Supplies,Paper,White GlueTop Scratch Pads,Small Business,Ann Blume,Canada,CA-Quebec,Quebec,0,2010-03-19,19,3,2010
3277,3277,13089,2011-12-14,12/17/11,34,114.98,0.1,3577.11,-1620.41,5197.52,-0.452994177,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Corporate,Damala Kotsonis,Canada,CA-Quebec,Quebec,0,2011-12-14,14,12,2011
3278,3278,13378,2009-09-21,9/26/09,16,5.74,0.05,96.04,-50.75,146.79,-0.528425656,Office Supplies,"Scissors, Rulers and Trimmers",Acme KleencutÂ® Forged Steel Scissors,Corporate,Paul Knutson,Canada,CA-Quebec,Quebec,0,2009-09-21,21,9,2009
3279,3279,13824,2009-12-27,1/3/10,19,2.89,0.05,55.27,19.12,36.15,0.345938122,Office Supplies,Labels,Avery 498,Home Office,George Zrebassa,Canada,CA-Quebec,Quebec,0,2009-12-27,27,12,2009
3280,3280,18562,2011-12-20,12/22/11,41,3.98,0.1,160.11,-26.73,186.84,-0.166947723,Office Supplies,Paper,Unpadded Memo Slips,Home Office,Noel Staavos,Canada,CA-Quebec,Quebec,0,2011-12-20,20,12,2011
3281,3281,20737,2011-12-25,12/26/11,10,140.98,0.08,1410.93,-317.48,1728.41,-0.225014707,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Home Office,Aaron Hawkins,Canada,CA-Quebec,Quebec,0,2011-12-25,25,12,2011
3282,3282,20900,2010-11-24,11/26/10,50,45.99,0.0,1978.3665,483.6,1494.7665,0.244444091,Technology,Telephones and Communication,600 Series Non-Flip,Corporate,Ellis Ballard,Canada,CA-Quebec,Quebec,0,2010-11-24,24,11,2010
3283,3283,26658,2011-12-22,12/22/11,17,3.98,0.05,72.75,-57.89,130.64,-0.795738832,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Business,Tom Prescott,Canada,CA-Quebec,Quebec,0,2011-12-22,22,12,2011
3284,3284,27271,2011-09-14,9/15/11,8,33.94,0.0,301.57,-77.31,378.88,-0.256358391,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Corporate,Speros Goranitis,Canada,CA-Quebec,Quebec,0,2011-09-14,14,9,2011
3285,3285,28001,2009-06-14,6/16/09,21,194.3,0.01,4201.08,1162.76,3038.32,0.276776448,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Home Office,Dianna Arnett,Canada,CA-Quebec,Quebec,0,2009-06-14,14,6,2009
3286,3286,28161,2009-06-15,6/17/09,15,350.98,0.06,5028.31,664.88,4363.43,0.132227329,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Consumer,Chuck Sachs,Canada,CA-Quebec,Quebec,0,2009-06-15,15,6,2009
3287,3287,29280,2012-03-28,3/29/12,19,11.66,0.0,238.35,-64.51,302.86,-0.270652402,Office Supplies,Pens & Art Supplies,"Hunt BOSTONÂ® VistaÂ® Battery-Operated Pencil Sharpener, Black",Small Business,Bill Shonely,Canada,CA-Quebec,Quebec,0,2012-03-28,28,3,2012
3288,3288,29350,2009-08-25,8/28/09,10,15.14,0.1,150.33,-47.88,198.21,-0.318499302,Office Supplies,Storage & Organization,EldonÂ® Gobal File Keepers,Consumer,Eric Barreto,Canada,CA-Quebec,Quebec,0,2009-08-25,25,8,2009
3289,3289,29666,2011-12-30,12/31/11,29,5.28,0.09,155.86,-152.59,308.45,-0.979019633,Office Supplies,Paper,Xerox 1963,Small Business,Dave Poirier,Canada,CA-Quebec,Quebec,0,2011-12-30,30,12,2011
3290,3290,29700,2010-04-06,4/7/10,9,3.08,0.01,30.35,5.02,25.33,0.165403624,Office Supplies,Labels,Avery 481,Consumer,Eric Barreto,Canada,CA-Quebec,Quebec,0,2010-04-06,6,4,2010
3291,3291,30754,2010-11-25,11/29/10,20,209.37,0.09,4108.17,-505.98,4614.15,-0.123164329,Furniture,Tables,Hon 2111 Invitationâ„¢ Series Corner Table,Home Office,David Flashing,Canada,CA-Quebec,Quebec,0,2010-11-25,25,11,2010
3292,3292,31650,2010-08-11,8/12/10,19,77.51,0.02,1504.97,-0.31,1505.28,-0.000205984,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,Consumer,Elizabeth Moffitt,Canada,CA-Quebec,Quebec,0,2010-08-11,11,8,2010
3293,3293,32292,2012-02-15,2/22/12,49,115.99,0.04,5008.761,1601.64,3407.121,0.319767703,Technology,Telephones and Communication,2160,Corporate,Ben Peterman,Canada,CA-Quebec,Quebec,0,2012-02-15,15,2,2012
3294,3294,35201,2010-06-04,6/11/10,18,10.97,0.03,211.44,-75.81,287.25,-0.35854143,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Home Office,Brad Thomas,Canada,CA-Quebec,Quebec,0,2010-06-04,4,6,2010
3295,3295,35360,2011-04-18,4/20/11,4,8.88,0.04,41.06,-16.39,57.45,-0.399171943,Office Supplies,Binders and Binder Accessories,GBC Instant Indexâ„¢ System for Binding Systems,Corporate,Yana Sorensen,Canada,CA-Quebec,Quebec,0,2011-04-18,18,4,2011
3296,3296,35492,2012-02-10,2/12/12,36,12.64,0.02,455.93,83.51,372.42,0.183164082,Furniture,Office Furnishings,Nu-Dell Executive Frame,Corporate,Janet Martin,Canada,CA-Quebec,Quebec,1,2012-02-10,10,2,2012
3297,3297,37473,2009-10-01,10/1/09,8,5.18,0.06,43.72,2.12,41.6,0.048490393,Office Supplies,Paper,ArrayÂ® Memo Cubes,Small Business,Tom Prescott,Canada,CA-Quebec,Quebec,0,2009-10-01,1,10,2009
3298,3298,39079,2011-09-07,9/7/11,46,1.68,0.09,75.6,-225.25,300.85,-2.979497354,Office Supplies,Binders and Binder Accessories,Computer Printout Index Tabs,Small Business,Debra Catini,Canada,CA-Quebec,Quebec,0,2011-09-07,7,9,2011
3299,3299,39266,2012-08-27,8/29/12,14,2.61,0.09,36.41,9.94,26.47,0.273001923,Office Supplies,Labels,Avery 494,Small Business,Dan Campbell,Canada,CA-Quebec,Quebec,0,2012-08-27,27,8,2012
3300,3300,40356,2009-12-19,12/21/09,48,4.06,0.05,201.98,-245.67,447.65,-1.216308545,Office Supplies,Appliances,Eureka Disposable Bags for SanitaireÂ® Vibra Groomer IÂ® Upright Vac,Corporate,Sylvia Foulston,Canada,CA-Quebec,Quebec,0,2009-12-19,19,12,2009
3301,3301,42599,2009-04-06,4/7/09,31,300.98,0.04,9459.94,2023.75,7436.19,0.213928418,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Consumer,Alex Grayson,Canada,CA-Quebec,Quebec,0,2009-04-06,6,4,2009
3302,3302,45670,2012-08-07,8/11/12,2,6.48,0.06,20.16,-13.32,33.48,-0.660714286,Office Supplies,Paper,Xerox 213,Corporate,Barry Franz,Canada,CA-Quebec,Quebec,0,2012-08-07,7,8,2012
